Year,Grade,Org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,06,00720000,Dartmouth,White,311,307,4," "," "," "," ",311,307,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00720000,Dartmouth,"Special Ed",55,50,5," "," "," "," ",55,50,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00720000,Dartmouth,"All Students",338,334,3,1," "," "," ",339,334,4,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00720000,Dartmouth,"Low Income",68,67,1," "," "," "," ",69,68,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00720000,Dartmouth,White,313,309,3,1," "," "," ",313,308,4,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00720000,Dartmouth,"Special Ed",58,54,3,1," "," "," ",59,54,4,1," "," "," "," "," "," "," "," "," "," ",98,98," "
2011,08,00720000,Dartmouth,"All Students",324,323,1," "," "," "," ",325,323,2," "," "," "," ",325,325," "," "," "," "," ",100,100,100
2011,08,00720000,Dartmouth,"Low Income",66,66," "," "," "," "," ",66,64,2," "," "," "," ",66,66," "," "," "," "," ",100,100,100
2011,08,00720000,Dartmouth,Asian,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,08,00720000,Dartmouth,White,294,293,1," "," "," "," ",295,294,1," "," "," "," ",295,295," "," "," "," "," ",100,100,100
2011,08,00720000,Dartmouth,"Special Ed",42,41,1," "," "," "," ",43,41,2," "," "," "," ",43,43," "," "," "," "," ",100,100,100
2011,10,00720000,Dartmouth,"All Students",271,268,1,1," ",1," ",273,269,1,2," ",1," ",271,245,1,4," ",2,19,100,99,99
2011,10,00720000,Dartmouth,"Low Income",44,43," "," "," ",1," ",45,43," ",1," ",1," ",44,31," ",2," ",2,9,100,98,96
2011,10,00720000,Dartmouth,White,250,248,1,1," "," "," ",252,250,1,1," "," "," ",250,233,1,4," ",1,11,100,100,98
2011,10,00720000,Dartmouth,"Special Ed",22,20,1,1," "," "," ",23,20,1,2," "," "," ",22,16,1,2," "," ",3,95,91,92
2011,03,00730000,Dedham,"All Students",233,226,7," "," "," "," ",234,226,7," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,"Low Income",57,52,5," "," "," "," ",57,52,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,Black,17,13,4," "," "," "," ",17,13,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,Hispanic/Latino,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,White,180,178,2," "," "," "," ",181,178,2," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,"LEP/Formerly LEP",19,19," "," "," "," "," ",20,19," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00730000,Dedham,"Special Ed",63,56,7," "," "," "," ",63,56,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00730000,Dedham,"All Students",231,222,6,2,1," "," ",230,223,6,1," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,04,00730000,Dedham,"Low Income",65,60,4,1," "," "," ",64,59,4,1," "," "," "," "," "," "," "," "," "," ",98,98," "
2011,04,00730000,Dedham,Black,12,11," ",1," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2011,04,00730000,Dedham,Hispanic/Latino,20,20," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00730000,Dedham,White,181,173,6,1,1," "," ",181,174,6,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,04,00730000,Dedham,"LEP/Formerly LEP",16,15," ",1," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2011,04,00730000,Dedham,"Special Ed",50,43,6,1," "," "," ",50,43,6,1," "," "," "," "," "," "," "," "," "," ",98,98," "
2011,05,00730000,Dedham,"All Students",207,196,7,3," ",1," ",207,196,7," "," ",4," ",207,199,3," ",1,4," ",99,100,100
2011,05,00730000,Dedham,"Low Income",45,41,3," "," ",1," ",45,41,3," "," ",1," ",45,42,1," ",1,1," ",100,100,98
2011,05,00730000,Dedham,Black,14,13," "," "," ",1," ",14,13," "," "," ",1," ",14,13," "," "," ",1," ",100,100,100
2011,05,00730000,Dedham,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2011,05,00730000,Dedham,Hispanic/Latino,22,17,2,3," "," "," ",22,17,2," "," ",3," ",22,18,1," "," ",3," ",86,100,100
2011,05,00730000,Dedham,White,156,151,5," "," "," "," ",156,151,5," "," "," "," ",156,154,2," "," "," "," ",100,100,100
2011,05,00730000,Dedham,"LEP/Formerly LEP",18,14," ",3," ",1," ",18,14," "," "," ",4," ",18,14," "," "," ",4," ",83,100,100
2011,05,00730000,Dedham,"Special Ed",54,47,7," "," "," "," ",54,47,7," "," "," "," ",54,51,3," "," "," "," ",100,100,100
2011,06,00730000,Dedham,"All Students",233,231,1," "," ",1," ",233,231,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,"Low Income",67,66," "," "," ",1," ",67,66," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,Black,16,14,1," "," ",1," ",16,14,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,Hispanic/Latino,25,25," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,White,182,182," "," "," "," "," ",182,182," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,"LEP/Formerly LEP",18,17," "," "," ",1," ",18,17," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00730000,Dedham,"Special Ed",51,50,1," "," "," "," ",51,50,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00730000,Dedham,"All Students",213,209,3,1," "," "," ",212,210,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00730000,Dedham,"Low Income",52,49,2,1," "," "," ",52,50,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,07,00730000,Dedham,Black,17,15,1,1," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2011,07,00730000,Dedham,Hispanic/Latino,23,22,1," "," "," "," ",23,22,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00730000,Dedham,White,157,156,1," "," "," "," ",156,156," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00730000,Dedham,"LEP/Formerly LEP",16,15,1," "," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00730000,Dedham,"Special Ed",51,47,3,1," "," "," ",50,48,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,08,00730000,Dedham,"All Students",211,206,3," ",1,1," ",211,207,3," "," ",1," ",211,206,3,1," ",1," ",100,100,100
2011,08,00730000,Dedham,"Low Income",64,64," "," "," "," "," ",64,64," "," "," "," "," ",64,64," "," "," "," "," ",100,100,100
2011,08,00730000,Dedham,Black,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,08,00730000,Dedham,Hispanic/Latino,21,19,1," "," ",1," ",21,19,1," "," ",1," ",21,19,1," "," ",1," ",100,100,100
2011,08,00730000,Dedham,White,170,167,2," ",1," "," ",170,168,2," "," "," "," ",170,167,2,1," "," "," ",99,100,99
2011,08,00730000,Dedham,"Special Ed",50,46,3," ",1," "," ",50,47,3," "," "," "," ",50,47,3," "," "," "," ",98,100,100
2011,10,00730000,Dedham,"All Students",191,187,3,1," "," "," ",193,188,3,1,1," "," ",197,173,2,1," "," ",21,99,99,99
2011,10,00730000,Dedham,"Low Income",60,59," ",1," "," "," ",61,60," ",1," "," "," ",63,50," ",1," "," ",12,98,98,98
2011,10,00730000,Dedham,Black,11,11," "," "," "," "," ",11,11," "," "," "," "," ",13,10," ",1," "," ",2,100,100,91
2011,10,00730000,Dedham,Hispanic/Latino,16,16," "," "," "," "," ",16,16," "," "," "," "," ",15,10," "," "," "," ",5,100,100,100
2011,10,00730000,Dedham,White,151,148,3," "," "," "," ",152,147,3,1,1," "," ",155,142,2," "," "," ",11,100,99,100
2011,10,00730000,Dedham,"Special Ed",37,34,3," "," "," "," ",37,33,3,1," "," "," ",39,34,2," "," "," ",3,100,97,100
2011,03,00740000,Deerfield,"All Students",68,67,1," "," "," "," ",69,68,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00740000,Deerfield,"Low Income",9," "," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," "," ",100," "
2011,03,00740000,Deerfield,White,62,61,1," "," "," "," ",63,62,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00740000,Deerfield,"Special Ed",10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00740000,Deerfield,"All Students",61,60,1," "," "," "," ",61,60,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00740000,Deerfield,"Low Income",12,11,1," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00740000,Deerfield,White,51,50,1," "," "," "," ",51,50,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00740000,Deerfield,"All Students",74,72,2," "," "," "," ",75,73,1,1," "," "," ",75,73,1,1," "," "," ",100,99,99
2011,05,00740000,Deerfield,"Low Income",12,12," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,05,00740000,Deerfield,White,65,63,2," "," "," "," ",66,64,1,1," "," "," ",66,64,1,1," "," "," ",100,98,98
2011,05,00740000,Deerfield,"Special Ed",16,14,2," "," "," "," ",17,16,1," "," "," "," ",17,16,1," "," "," "," ",100,100,100
2011,06,00740000,Deerfield,"All Students",66,65,1," "," "," "," ",66,65,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00740000,Deerfield,White,62,61,1," "," "," "," ",62,61,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00740000,Deerfield,"Special Ed",11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00770000,Douglas,"All Students",139,136,3," "," "," "," ",139,135,3,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,03,00770000,Douglas,"Low Income",17,16,1," "," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00770000,Douglas,White,129,127,2," "," "," "," ",129,126,2,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,03,00770000,Douglas,"Special Ed",20,17,3," "," "," "," ",20,17,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00770000,Douglas,"All Students",135,132,2,1," "," "," ",135,131,3,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,04,00770000,Douglas,"Low Income",22,20,1,1," "," "," ",22,20,1,1," "," "," "," "," "," "," "," "," "," ",95,95," "
2011,04,00770000,Douglas,White,132,129,2,1," "," "," ",132,128,3,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,04,00770000,Douglas,"Special Ed",23,21,2," "," "," "," ",23,20,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00770000,Douglas,"All Students",106,103,1,1,1," "," ",106,103,1,1,1," "," ",106,104," ",1,1," "," ",98,98,98
2011,05,00770000,Douglas,"Low Income",13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,05,00770000,Douglas,White,103,100,1,1,1," "," ",103,100,1,1,1," "," ",103,101," ",1,1," "," ",98,98,98
2011,05,00770000,Douglas,"Special Ed",29,27,1,1," "," "," ",29,27,1,1," "," "," ",29,28," ",1," "," "," ",97,97,97
2011,06,00770000,Douglas,"All Students",141,139,1,1," "," "," ",141,139,1,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,00770000,Douglas,"Low Income",19,17,1,1," "," "," ",19,17,1,1," "," "," "," "," "," "," "," "," "," ",95,95," "
2011,06,00770000,Douglas,White,134,133,1," "," "," "," ",134,133,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00770000,Douglas,"Special Ed",20,19,1," "," "," "," ",20,19,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00770000,Douglas,"All Students",128,123,5," "," "," "," ",128,120,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00770000,Douglas,"Low Income",27,24,3," "," "," "," ",27,22,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00770000,Douglas,White,124,119,5," "," "," "," ",124,116,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00770000,Douglas,"Special Ed",38,33,5," "," "," "," ",38,30,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,00770000,Douglas,"All Students",150,150," "," "," "," "," ",150,149," ",1," "," "," ",150,149," ",1," "," "," ",100,99,99
2011,08,00770000,Douglas,"Low Income",28,28," "," "," "," "," ",28,27," ",1," "," "," ",28,27," ",1," "," "," ",100,96,96
2011,08,00770000,Douglas,White,145,145," "," "," "," "," ",145,144," ",1," "," "," ",145,144," ",1," "," "," ",100,99,99
2011,08,00770000,Douglas,"Special Ed",22,22," "," "," "," "," ",22,22," "," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2011,10,00770000,Douglas,"All Students",99,98," ",1," "," "," ",98,96," ",1,1," "," ",100,88," ",5," "," ",7,99,98,96
2011,10,00770000,Douglas,"Low Income",14,13," ",1," "," "," ",13,12," ",1," "," "," ",14,10," ",3," "," ",1,93,92,79
2011,10,00770000,Douglas,White,96,95," ",1," "," "," ",95,93," ",1,1," "," ",97,85," ",5," "," ",7,99,98,96
2011,10,00770000,Douglas,"Special Ed",9," "," "," "," "," "," ",9," "," "," "," "," "," ",10,7," ",2," "," ",1," "," ",89
2011,03,00780000,Dover,"All Students",105,104,1," "," "," "," ",105,104,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00780000,Dover,White,91,90,1," "," "," "," ",91,90,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00780000,Dover,"Special Ed",11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00780000,Dover,"All Students",90,90," "," "," "," "," ",90,90," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00780000,Dover,White,73,73," "," "," "," "," ",73,73," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00780000,Dover,"Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00780000,Dover,"All Students",106,106," "," "," "," "," ",106,106," "," "," "," "," ",106,106," "," "," "," "," ",100,100,100
2011,05,00780000,Dover,White,90,90," "," "," "," "," ",90,90," "," "," "," "," ",90,90," "," "," "," "," ",100,100,100
2011,05,00780000,Dover,"Special Ed",17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2011,03,00790000,Dracut,"All Students",327,323,3,1," "," "," ",328,324,3,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,"Low Income",74,72,2," "," "," "," ",74,72,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,Black,13,13," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,Asian,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,Hispanic/Latino,18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,White,273,269,3,1," "," "," ",274,270,3,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,"LEP/Formerly LEP",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00790000,Dracut,"Special Ed",39,35,3,1," "," "," ",39,35,3,1," "," "," "," "," "," "," "," "," "," ",97,97," "
2011,04,00790000,Dracut,"All Students",314,310,4," "," "," "," ",315,309,4,1,1," "," "," "," "," "," "," "," "," ",100,99," "
2011,04,00790000,Dracut,"Low Income",61,60,1," "," "," "," ",62,60,1,1," "," "," "," "," "," "," "," "," "," ",100,98," "
2011,04,00790000,Dracut,Asian,25,25," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00790000,Dracut,Hispanic/Latino,17,17," "," "," "," "," ",17,16," ",1," "," "," "," "," "," "," "," "," "," ",100,94," "
2011,04,00790000,Dracut,White,261,257,4," "," "," "," ",262,257,4," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00790000,Dracut,"LEP/Formerly LEP",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00790000,Dracut,"Special Ed",32,28,4," "," "," "," ",32,27,4," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2011,05,00790000,Dracut,"All Students",310,307,3," "," "," "," ",309,306,3," "," "," "," ",309,306,3," "," "," "," ",100,100,100
2011,05,00790000,Dracut,"Low Income",57,57," "," "," "," "," ",57,57," "," "," "," "," ",57,57," "," "," "," "," ",100,100,100
2011,05,00790000,Dracut,Asian,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,05,00790000,Dracut,Hispanic/Latino,19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2011,05,00790000,Dracut,White,273,271,2," "," "," "," ",272,270,2," "," "," "," ",272,270,2," "," "," "," ",100,100,100
2011,05,00790000,Dracut,"Special Ed",38,35,3," "," "," "," ",38,35,3," "," "," "," ",38,35,3," "," "," "," ",100,100,100
2011,06,00790000,Dracut,"All Students",321,316,3," ",1,1," ",322,316,3," ",2,1," "," "," "," "," "," "," "," ",100,99," "
2011,06,00790000,Dracut,"Low Income",68,67," "," ",1," "," ",68,68," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,06,00790000,Dracut,Asian,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00790000,Dracut,Hispanic/Latino,21,20,1," "," "," "," ",21,20,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00790000,Dracut,White,270,268,1," ",1," "," ",271,268,1," ",2," "," "," "," "," "," "," "," "," ",100,99," "
2011,06,00790000,Dracut,"Special Ed",46,42,3," ",1," "," ",46,41,3," ",2," "," "," "," "," "," "," "," "," ",98,96," "
2011,07,00790000,Dracut,"All Students",346,341,3,1," ",1," ",346,342,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00790000,Dracut,"Low Income",66,65," "," "," ",1," ",66,65," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00790000,Dracut,Hispanic/Latino,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00790000,Dracut,White,310,306,3,1," "," "," ",310,307,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00790000,Dracut,"Special Ed",40,36,3,1," "," "," ",40,37,3," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,08,00790000,Dracut,"All Students",357,349,8," "," "," "," ",356,347,8," ",1," "," ",356,347,8," ",1," "," ",100,100,100
2011,08,00790000,Dracut,"Low Income",65,65," "," "," "," "," ",65,65," "," "," "," "," ",65,65," "," "," "," "," ",100,100,100
2011,08,00790000,Dracut,Black,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,08,00790000,Dracut,Asian,12,11,1," "," "," "," ",12,11,1," "," "," "," ",12,11,1," "," "," "," ",100,100,100
2011,08,00790000,Dracut,Hispanic/Latino,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2011,08,00790000,Dracut,White,314,307,7," "," "," "," ",313,305,7," ",1," "," ",313,305,7," ",1," "," ",100,100,100
2011,08,00790000,Dracut,"Special Ed",41,33,8," "," "," "," ",41,32,8," ",1," "," ",41,32,8," ",1," "," ",100,98,98
2011,10,00790000,Dracut,"All Students",239,232,4,3," "," "," ",240,232,4,4," "," "," ",249,221,2,5," "," ",21,99,98,98
2011,10,00790000,Dracut,"Low Income",30,28," ",2," "," "," ",30,27," ",3," "," "," ",31,20," ",2," "," ",9,92,88,93
2011,10,00790000,Dracut,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,9," "," "," "," ",2,100,100,100
2011,10,00790000,Dracut,Hispanic/Latino,20,18,2," "," "," "," ",20,18,2," "," "," "," ",20,16,1," "," "," ",3,100,100,100
2011,10,00790000,Dracut,White,196,191,2,3," "," "," ",196,191,2,3," "," "," ",205,189,1,5," "," ",10,98,98,98
2011,10,00790000,Dracut,"Special Ed",21,16,4,1," "," "," ",21,16,4,1," "," "," ",25,16,2,1," "," ",6,95,95,96
2011,03,00820000,Duxbury,"All Students",240,237,1," ",2," "," ",240,239,1," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,03,00820000,Duxbury,White,231,228,1," ",2," "," ",231,230,1," "," "," "," "," "," "," "," "," "," "," ",99,100," "
