Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,00240006,Belchertown,"Chestnut Hill Community School",04,White,09,173,170,1," "," "," ",2,174,169,1,1," "," ",3," "," "," "," "," "," "," ",100,99," "
2012,00240006,Belchertown,"Chestnut Hill Community School",05,"All Students",01,215,209,2," "," "," ",4,215,209,2," "," "," ",4,215,209,2," "," "," ",4,100,100,100
2012,00240006,Belchertown,"Chestnut Hill Community School",05,"Students with Disabilities",02,39,35,2," "," "," ",2,39,35,2," "," "," ",2,39,35,2," "," "," ",2,100,100,100
2012,00240006,Belchertown,"Chestnut Hill Community School",05,"Low Income",04,37,34," "," "," "," ",3,37,34," "," "," "," ",3,37,34," "," "," "," ",3,100,100,100
2012,00240006,Belchertown,"Chestnut Hill Community School",05,Hispanic/Latino,07,12,11," "," "," "," ",1,12,11," "," "," "," ",1,12,11," "," "," "," ",1,100,100,100
2012,00240006,Belchertown,"Chestnut Hill Community School",05,White,09,194,189,2," "," "," ",3,194,189,2," "," "," ",3,194,189,2," "," "," ",3,100,100,100
2012,00240006,Belchertown,"Chestnut Hill Community School",06,"All Students",01,200,197," "," ",1," ",2,199,197," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00240006,Belchertown,"Chestnut Hill Community School",06,"Students with Disabilities",02,29,28," "," ",1," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,00240006,Belchertown,"Chestnut Hill Community School",06,"Low Income",04,40,38," "," ",1," ",1,40,39," "," "," "," ",1," "," "," "," "," "," "," ",98,100," "
2012,00240006,Belchertown,"Chestnut Hill Community School",06,White,09,183,180," "," ",1," ",2,182,180," "," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2012,00240018,Belchertown,"Swift River Elementary",03,"All Students",01,187,182,3," "," "," ",2,188,183,3," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00240018,Belchertown,"Swift River Elementary",03,"Students with Disabilities",02,34,30,3," "," "," ",1,34,31,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00240018,Belchertown,"Swift River Elementary",03,"Low Income",04,39,37,1," "," "," ",1,38,37,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00240018,Belchertown,"Swift River Elementary",03,White,09,175,170,3," "," "," ",2,176,171,3," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00240025,Belchertown,"Jabish Middle School",07,"All Students",01,189,188," "," "," "," ",1,190,188," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00240025,Belchertown,"Jabish Middle School",07,"Students with Disabilities",02,25,25," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00240025,Belchertown,"Jabish Middle School",07,"Low Income",04,41,40," "," "," "," ",1,41,40," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00240025,Belchertown,"Jabish Middle School",07,White,09,169,169," "," "," "," "," ",170,169," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00240025,Belchertown,"Jabish Middle School",08,"All Students",01,202,197,3," "," "," ",2,201,196,3," "," "," ",2,201,196,3," "," "," ",2,100,100,100
2012,00240025,Belchertown,"Jabish Middle School",08,"Students with Disabilities",02,35,32,3," "," "," "," ",35,32,3," "," "," "," ",35,32,3," "," "," "," ",100,100,100
2012,00240025,Belchertown,"Jabish Middle School",08,"Low Income",04,45,42,2," "," "," ",1,45,42,2," "," "," ",1,45,42,2," "," "," ",1,100,100,100
2012,00240025,Belchertown,"Jabish Middle School",08,White,09,186,182,3," "," "," ",1,185,181,3," "," "," ",1,185,181,3," "," "," ",1,100,100,100
2012,00240505,Belchertown,"Belchertown High",10,"All Students",01,195,190,1," ",2," ",2,197,192,1," ",1," ",3,206,187,1,1," "," ",17,99,99,100
2012,00240505,Belchertown,"Belchertown High",10,"Students with Disabilities",02,25,24,1," "," "," "," ",25,24,1," "," "," "," ",27,22,1," "," "," ",4,100,100,100
2012,00240505,Belchertown,"Belchertown High",10,"Low Income",04,27,26,1," "," "," "," ",28,27,1," "," "," "," ",31,25,1," "," "," ",5,100,100,100
2012,00240505,Belchertown,"Belchertown High",10,Hispanic/Latino,07,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,8," "," "," "," ",2,100,100,100
2012,00240505,Belchertown,"Belchertown High",10,White,09,169,165,1," ",1," ",2,171,166,1," ",1," ",3,179,164,1,1," "," ",13,99,99,99
2012,00250009,Bellingham,"Clara Macy Elementary",03,"All Students",01,64,62," "," "," "," ",2,64,62," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",03,"Students with Disabilities",02,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",03,"Low Income",04,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",03,White,09,58,56," "," "," "," ",2,58,56," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",04,"All Students",01,49,47," "," "," "," ",2,49,47," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",04,"Low Income",04,11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00250009,Bellingham,"Clara Macy Elementary",04,White,09,42,40," "," "," "," ",2,42,40," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250020,Bellingham,"South Elementary",03,"All Students",01,95,90," "," ",1," ",4,96,91," "," "," "," ",5," "," "," "," "," "," "," ",99,100," "
2012,00250020,Bellingham,"South Elementary",03,"Students with Disabilities",02,10,8," "," "," "," ",2,10,8," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250020,Bellingham,"South Elementary",03,White,09,90,85," "," ",1," ",4,90,86," "," "," "," ",4," "," "," "," "," "," "," ",99,100," "
2012,00250020,Bellingham,"South Elementary",04,"All Students",01,96,95," "," "," "," ",1,96,95," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00250020,Bellingham,"South Elementary",04,"Students with Disabilities",02,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250020,Bellingham,"South Elementary",04,"Low Income",04,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250020,Bellingham,"South Elementary",04,White,09,80,80," "," "," "," "," ",80,80," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",03,"All Students",01,45,41,1," "," "," ",3,45,41,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",03,"Low Income",04,10,8," "," "," "," ",2,10,8," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",03,White,09,38,34,1," "," "," ",3,38,34,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",04,"All Students",01,57,49,4," "," "," ",4,57,49,4," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",04,"Students with Disabilities",02,14,10,4," "," "," "," ",14,10,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250025,Bellingham,"Stall Brook",04,White,09,52,45,3," "," "," ",4,52,45,3," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",05,"All Students",01,178,178," "," "," "," "," ",178,178," "," "," "," "," ",178,177,1," "," "," "," ",100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",05,"Students with Disabilities",02,34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,33,1," "," "," "," ",100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",05,"Low Income",04,40,40," "," "," "," "," ",40,40," "," "," "," "," ",40,40," "," "," "," "," ",100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",05,White,09,161,161," "," "," "," "," ",161,161," "," "," "," "," ",161,160,1," "," "," "," ",100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",06,"All Students",01,167,164," "," ",1," ",2,167,164," ",1," "," ",2," "," "," "," "," "," "," ",99,99," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",06,"Students with Disabilities",02,27,26," "," ",1," "," ",27,26," ",1," "," "," "," "," "," "," "," "," "," ",96,96," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",06,"Low Income",04,36,35," "," "," "," ",1,36,34," ",1," "," ",1," "," "," "," "," "," "," ",100,97," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",06,White,09,150,147," "," ",1," ",2,150,148," "," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",07,"All Students",01,182,180," "," "," "," ",2,182,179," ",1," "," ",2," "," "," "," "," "," "," ",100,99," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",07,"Students with Disabilities",02,36,35," "," "," "," ",1,36,34," ",1," "," ",1," "," "," "," "," "," "," ",100,97," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",07,"Low Income",04,41,40," "," "," "," ",1,41,40," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",07,Hispanic/Latino,07,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",07,White,09,164,162," "," "," "," ",2,164,161," ",1," "," ",2," "," "," "," "," "," "," ",100,99," "
2012,00250315,Bellingham,"Bellingham Memorial Middle School",08,"All Students",01,198,193,1," ",1,1,2,198,194,1," "," ",1,2,198,194,1," "," ",1,2,99,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",08,"Students with Disabilities",02,23,22,1," "," "," "," ",23,22,1," "," "," "," ",23,22,1," "," "," "," ",100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",08,"Low Income",04,41,38,1," "," ",1,1,41,38,1," "," ",1,1,41,38,1," "," ",1,1,100,100,100
2012,00250315,Bellingham,"Bellingham Memorial Middle School",08,White,09,181,176,1," ",1,1,2,181,177,1," "," ",1,2,181,177,1," "," ",1,2,99,100,100
2012,00250505,Bellingham,"Bellingham High School",10,"All Students",01,165,160,1,1,1," ",2,165,157,1,3,2," ",2,167,158," "," "," "," ",9,99,97,100
2012,00250505,Bellingham,"Bellingham High School",10,"Students with Disabilities",02,15,12,1,1," "," ",1,15,11,1,2," "," ",1,15,13," "," "," "," ",2,93,87,100
2012,00250505,Bellingham,"Bellingham High School",10,"Low Income",04,34,32,1," "," "," ",1,34,31,1," ",1," ",1,36,31," "," "," "," ",5,100,97,100
2012,00250505,Bellingham,"Bellingham High School",10,White,09,150,147,1,1," "," ",1,150,145,1,3," "," ",1,152,144," "," "," "," ",8,99,98,100
2012,00260005,Belmont,"Winn Brook",03,"All Students",01,87,85," "," "," ",1,1,87,85," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2012,00260005,Belmont,"Winn Brook",03,Asian,06,20,19," "," "," "," ",1,20,19," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00260005,Belmont,"Winn Brook",03,White,09,58,57," "," "," ",1," ",58,57," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00260005,Belmont,"Winn Brook",04,"All Students",01,98,94," "," ",1,1,2,98,94," "," ",1,1,2," "," "," "," "," "," "," ",99,99," "
2012,00260005,Belmont,"Winn Brook",04,"Students with Disabilities",02,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260005,Belmont,"Winn Brook",04,Asian,06,14,10," "," ",1,1,2,14,11," "," "," ",1,2," "," "," "," "," "," "," ",93,100," "
2012,00260005,Belmont,"Winn Brook",04,White,09,77,77," "," "," "," "," ",77,76," "," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,00260010,Belmont,"Mary Lee Burbank",03,"All Students",01,65,65," "," "," "," "," ",65,65," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260010,Belmont,"Mary Lee Burbank",03,White,09,46,46," "," "," "," "," ",46,46," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260010,Belmont,"Mary Lee Burbank",04,"All Students",01,66,65,1," "," "," "," ",66,66," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260010,Belmont,"Mary Lee Burbank",04,White,09,51,51," "," "," "," "," ",51,51," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260015,Belmont,"Daniel Butler",03,"All Students",01,60,58," "," "," ",1,1,60,57," ",1," ",1,1," "," "," "," "," "," "," ",100,98," "
2012,00260015,Belmont,"Daniel Butler",03,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260015,Belmont,"Daniel Butler",03,Asian,06,14,13," "," "," ",1," ",14,12," ",1," ",1," "," "," "," "," "," "," "," ",100,93," "
2012,00260015,Belmont,"Daniel Butler",03,White,09,33,32," "," "," "," ",1,33,32," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00260015,Belmont,"Daniel Butler",04,"All Students",01,69,67," "," "," ",1,1,69,67," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2012,00260015,Belmont,"Daniel Butler",04,Asian,06,10,9," "," "," ",1," ",10,9," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00260015,Belmont,"Daniel Butler",04,White,09,48,48," "," "," "," "," ",48,48," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260035,Belmont,"Roger E Wellington",03,"All Students",01,96,95," "," "," ",1," ",96,95," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00260035,Belmont,"Roger E Wellington",03,White,09,77,77," "," "," "," "," ",77,77," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260035,Belmont,"Roger E Wellington",04,"All Students",01,89,85," "," "," ",1,3,90,85," "," "," ",1,4," "," "," "," "," "," "," ",100,100," "
2012,00260035,Belmont,"Roger E Wellington",04,Asian,06,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260035,Belmont,"Roger E Wellington",04,White,09,68,65," "," "," ",1,2,69,65," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"All Students",01,300,290," ",1,1,5,3,299,289," ",1,1,5,3,299,287," ",2,2,5,3,99,99,99
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"Students with Disabilities",02,25,23," ",1,1," "," ",25,24," "," ",1," "," ",25,24," "," ",1," "," ",92,96,96
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"ELL and Former ELL",03,12,7," "," "," ",5," ",12,7," "," "," ",5," ",12,7," "," "," ",5," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"Low Income",04,31,27," "," "," ",3,1,31,27," "," "," ",3,1,31,27," "," "," ",3,1,100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"African American",05,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,Asian,06,51,46," "," "," ",4,1,50,45," "," "," ",4,1,50,45," "," "," ",4,1,100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,Hispanic/Latino,07,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,White,09,212,207," ",1,1,1,2,212,207," ",1,1,1,2,212,205," ",2,2,1,2,99,99,98
2012,00260305,Belmont,"Winthrop L Chenery Middle",05,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,"All Students",01,310,304,1," "," ",5," ",311,304,1," "," ",5,1," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,"Students with Disabilities",02,30,29,1," "," "," "," ",30,29,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,"ELL and Former ELL",03,12,7," "," "," ",5," ",12,7," "," "," ",5," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,"Low Income",04,18,16," "," "," ",2," ",18,16," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,Asian,06,41,37," "," "," ",4," ",41,37," "," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,Hispanic/Latino,07,10,9," "," "," ",1," ",10,9," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",06,White,09,240,239,1," "," "," "," ",241,239,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,"All Students",01,299,290,1,1,3,3,1,300,293," ",1,1,4,1," "," "," "," "," "," "," ",99,99," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,"Students with Disabilities",02,21,19,1," ",1," "," ",21,20," ",1," "," "," "," "," "," "," "," "," "," ",95,95," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,"Low Income",04,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,"African American",05,15,14," "," ",1," "," ",15,14," "," ",1," "," "," "," "," "," "," "," "," ",93,93," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,Asian,06,35,30,1," "," ",3,1,36,31," "," "," ",4,1," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,Hispanic/Latino,07,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,White,09,210,207," ",1,2," "," ",210,209," ",1," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",07,"Multi-Race (non-Hispanic/Latino)",11,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"All Students",01,303,294," "," ",3,5,1,306,296," "," ",1,7,2,306,296," "," ",1,7,2,99,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"Students with Disabilities",02,29,27," "," ",1," ",1,29,27," "," ",1," ",1,29,27," "," ",1," ",1,97,97,97
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"ELL and Former ELL",03,13,8," "," "," ",5," ",16,8," "," "," ",7,1,16,8," "," "," ",7,1,100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"Low Income",04,23,23," "," "," "," "," ",23,23," "," "," "," "," ",23,23," "," "," "," "," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"African American",05,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,Asian,06,44,41," "," "," ",3," ",45,41," "," "," ",4," ",45,41," "," "," ",4," ",100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,Hispanic/Latino,07,11,11," "," "," "," "," ",12,11," "," "," "," ",1,12,11," "," "," "," ",1,100,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,White,09,221,216," "," ",3,2," ",221,218," "," ",1,2," ",221,218," "," ",1,2," ",99,100,100
2012,00260305,Belmont,"Winthrop L Chenery Middle",08,"Multi-Race (non-Hispanic/Latino)",11,15,14," "," "," "," ",1,16,14," "," "," ",1,1,16,14," "," "," ",1,1,100,100,100
2012,00260505,Belmont,"Belmont High",10,"All Students",01,270,264," ",3," ",2,1,270,264," ",3,1,1,1,271,254," ",1," ",1,15,99,99,100
