Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,01530000,Leominster,10,"LEP/Formerly LEP",41,36,2," "," "," ",44,36,2,1,1," ",44,33,1," "," "," ",10,100,95,100
2010,01530000,Leominster,10,"Special Ed",66,54,9,1," "," ",66,51,9,2,1," ",67,46,6,1," "," ",14,98,95,98
2010,01540000,Leverett,03,"All Students",34,33," ",1," "," ",34,33," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2010,01540000,Leverett,03,"Low Income",13,12," ",1," "," ",13,12," ",1," "," "," "," "," "," "," "," "," ",92,92," "
2010,01540000,Leverett,03,White,26,26," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01540000,Leverett,04,"All Students",19,19," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01540000,Leverett,04,White,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01540000,Leverett,05,"All Students",17,17," "," "," "," ",17,17," "," "," "," ",17,16," ",1," "," "," ",100,100,94
2010,01540000,Leverett,05,White,15,15," "," "," "," ",15,15," "," "," "," ",15,14," ",1," "," "," ",100,100,93
2010,01540000,Leverett,06,"All Students",23,22," ",1," "," ",23,22," ",1," "," "," "," "," "," "," "," "," ",96,96," "
2010,01540000,Leverett,06,White,18,17," ",1," "," ",18,17," ",1," "," "," "," "," "," "," "," "," ",94,94," "
2010,01550000,Lexington,03,"All Students",484,473,4," ",1,6,489,477,4,1,1,6," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,"Low Income",20,19," "," "," ",1,20,19," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,Black,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,Asian,134,130,1," "," ",3,135,131,1," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,Hispanic/Latino,12,12," "," "," "," ",12,11," ",1," "," "," "," "," "," "," "," "," ",100,92," "
2010,01550000,Lexington,03,White,306,299,3," ",1,3,309,302,3," ",1,3," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,Multi-race,19,19," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,"LEP/Formerly LEP",61,57," "," "," ",4,62,58," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,03,"Special Ed",88,83,4," ",1," ",88,83,4," ",1," "," "," "," "," "," "," "," ",99,99," "
2010,01550000,Lexington,04,"All Students",507,497,2,5," ",3,513,501,2,3," ",7," "," "," "," "," "," "," ",99,99," "
2010,01550000,Lexington,04,"Low Income",26,26," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,Black,19,19," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,Asian,126,123," "," "," ",3,129,123," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,Hispanic/Latino,24,23,1," "," "," ",24,23,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,White,317,311,1,5," "," ",319,314,1,3," ",1," "," "," "," "," "," "," ",98,99," "
2010,01550000,Lexington,04,Multi-race,21,21," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,"LEP/Formerly LEP",58,55," "," "," ",3,61,54," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,04,"Special Ed",110,104,2,4," "," ",110,106,2,2," "," "," "," "," "," "," "," "," ",96,98," "
2010,01550000,Lexington,05,"All Students",500,484,1,1," ",14,501,486,1," "," ",14,501,486,1," "," ",14," ",99,100,100
2010,01550000,Lexington,05,"Low Income",30,29," "," "," ",1,30,29," "," "," ",1,30,29," "," "," ",1," ",100,100,100
2010,01550000,Lexington,05,Black,27,27," "," "," "," ",27,27," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2010,01550000,Lexington,05,Asian,149,137," ",1," ",11,149,138," "," "," ",11,149,138," "," "," ",11," ",99,100,100
2010,01550000,Lexington,05,Hispanic/Latino,15,15," "," "," "," ",15,15," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2010,01550000,Lexington,05,White,295,291,1," "," ",3,296,292,1," "," ",3,296,292,1," "," ",3," ",100,100,100
2010,01550000,Lexington,05,Multi-race,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,01550000,Lexington,05,"LEP/Formerly LEP",52,37," ",1," ",14,52,38," "," "," ",14,52,38," "," "," ",14," ",94,100,100
2010,01550000,Lexington,05,"Special Ed",88,87,1," "," "," ",88,87,1," "," "," ",88,87,1," "," "," "," ",100,100,100
2010,01550000,Lexington,06,"All Students",527,517,6,2," ",2,529,517,6,2," ",4," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,06,"Low Income",28,27," ",1," "," ",28,27," ",1," "," "," "," "," "," "," "," "," ",96,96," "
2010,01550000,Lexington,06,Black,27,27," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,06,Asian,133,131,1," "," ",1,133,131,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,06,Hispanic/Latino,19,18," ",1," "," ",20,17," ",1," ",2," "," "," "," "," "," "," ",95,95," "
2010,01550000,Lexington,06,White,325,318,5,1," ",1,326,319,5,1," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,06,Multi-race,21,21," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,06,"LEP/Formerly LEP",26,23," ",1," ",2,27,23," "," "," ",4," "," "," "," "," "," "," ",96,100," "
2010,01550000,Lexington,06,"Special Ed",114,107,6,1," "," ",114,106,6,2," "," "," "," "," "," "," "," "," ",99,98," "
2010,01550000,Lexington,07,"All Students",469,462,6," "," ",1,470,463,6," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,"Low Income",30,28,2," "," "," ",31,29,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,Black,24,24," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,Asian,112,110,1," "," ",1,112,110,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,Hispanic/Latino,25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,White,298,293,5," "," "," ",299,294,5," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,Multi-race,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,"LEP/Formerly LEP",15,14," "," "," ",1,16,15," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,07,"Special Ed",87,81,6," "," "," ",87,81,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01550000,Lexington,08,"All Students",508,499,1,1,3,4,510,500,1,1,2,6,510,501," ",3," ",6," ",99,99,99
2010,01550000,Lexington,08,"Low Income",24,23," "," ",1," ",24,23," "," ",1," ",24,23," ",1," "," "," ",96,96,96
2010,01550000,Lexington,08,Black,19,18," "," "," ",1,19,18," "," "," ",1,19,18," "," "," ",1," ",100,100,100
2010,01550000,Lexington,08,Asian,139,137," "," "," ",2,139,137," "," "," ",2,139,137," "," "," ",2," ",100,100,100
2010,01550000,Lexington,08,Hispanic/Latino,17,16," "," ",1," ",19,16," ",1," ",2,19,16," ",1," ",2," ",94,95,95
2010,01550000,Lexington,08,White,314,309,1,1,2,1,314,310,1," ",2,1,314,311," ",2," ",1," ",99,99,99
2010,01550000,Lexington,08,Multi-race,17,17," "," "," "," ",17,17," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2010,01550000,Lexington,08,"LEP/Formerly LEP",11,7," "," "," ",4,13,7," "," "," ",6,13,7," "," "," ",6," ",100,100,100
2010,01550000,Lexington,08,"Special Ed",111,107,1,1,2," ",111,107,1,1,2," ",111,108," ",3," "," "," ",97,97,97
2010,01550000,Lexington,10,"All Students",524,505,2,9,2,2,524,501,2,9,2,2,521,478,2,7,2,2,30,98,98,98
2010,01550000,Lexington,10,"Low Income",29,26," "," ",1,1,29,25," ",1,1,1,29,24," ",2," ",1,2,96,93,93
2010,01550000,Lexington,10,Black,36,34," "," ",1,1,35,32," ",1,1,1,36,30," ",1," ",1,4,97,94,97
2010,01550000,Lexington,10,Asian,107,104," ",2," ",1,108,105," ",2," ",1,105,103," "," "," ",1,1,98,98,100
2010,01550000,Lexington,10,Hispanic/Latino,15,15," "," "," "," ",14,14," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2010,01550000,Lexington,10,White,348,335,2,7," "," ",349,333,2,6," "," ",348,317,2,6," "," ",23,98,98,98
2010,01550000,Lexington,10,Multi-race,16,15," "," ",1," ",16,15," "," ",1," ",16,14," "," ",1," ",1,94,94,94
2010,01550000,Lexington,10,"LEP/Formerly LEP",14,10," ",2," ",2,14,9," ",2," ",2,12,8," "," "," ",2,2,86,85,100
2010,01550000,Lexington,10,"Special Ed",91,78,2,5,2," ",93,79,2,5,2," ",91,72,2,5,1," ",11,92,92,93
2010,01570000,Lincoln,03,"All Students",103,102,1," "," "," ",103,103," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,03,"Low Income",15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,03,Black,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,03,Hispanic/Latino,14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,03,White,62,61,1," "," "," ",62,62," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,03,"Special Ed",13,12,1," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,"All Students",113,112,1," "," "," ",116,115,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,"Low Income",22,22," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,Black,15,15," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,Hispanic/Latino,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,White,73,72,1," "," "," ",74,73,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,04,"Special Ed",14,13,1," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,05,"All Students",118,118," "," "," "," ",118,118," "," "," "," ",118,117," ",1," "," "," ",100,100,99
2010,01570000,Lincoln,05,"Low Income",13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,05,Black,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,05,Asian,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,05,White,80,80," "," "," "," ",80,80," "," "," "," ",80,80," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,05,"LEP/Formerly LEP",12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,05,"Special Ed",12,12," "," "," "," ",12,12," "," "," "," ",12,11," ",1," "," "," ",100,100,92
2010,01570000,Lincoln,06,"All Students",93,93," "," "," "," ",94,94," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,06,"Low Income",15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,06,Black,14,14," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,06,White,62,62," "," "," "," ",63,63," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,06,"Special Ed",11,11," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,07,"All Students",123,115,7,1," "," ",121,114,7," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01570000,Lincoln,07,"Low Income",12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,07,Black,15,15," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,07,Hispanic/Latino,11,9,2," "," "," ",11,9,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,07,White,86,82,3,1," "," ",85,82,3," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01570000,Lincoln,07,"Special Ed",23,16,7," "," "," ",23,16,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01570000,Lincoln,08,"All Students",108,104,2," ",2," ",108,104,2," ",2," ",108,105,2," ",1," "," ",98,98,99
2010,01570000,Lincoln,08,"Low Income",12,11,1," "," "," ",12,11,1," "," "," ",12,11,1," "," "," "," ",100,100,100
2010,01570000,Lincoln,08,Black,18,17,1," "," "," ",18,17,1," "," "," ",18,17,1," "," "," "," ",100,100,100
2010,01570000,Lincoln,08,Hispanic/Latino,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,01570000,Lincoln,08,White,69,67," "," ",2," ",69,67," "," ",2," ",69,68," "," ",1," "," ",97,97,99
2010,01570000,Lincoln,08,"Special Ed",13,11,2," "," "," ",13,11,2," "," "," ",13,11,2," "," "," "," ",100,100,100
2010,01580000,Littleton,03,"All Students",128,127," ",1," "," ",129,127," ",1,1," "," "," "," "," "," "," "," ",99,98," "
2010,01580000,Littleton,03,White,122,121," ",1," "," ",123,121," ",1,1," "," "," "," "," "," "," "," ",99,98," "
2010,01580000,Littleton,03,"Special Ed",28,27," ",1," "," ",28,27," ",1," "," "," "," "," "," "," "," "," ",96,96," "
2010,01580000,Littleton,04,"All Students",128,127," ",1," "," ",128,128," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01580000,Littleton,04,White,121,120," ",1," "," ",121,121," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01580000,Littleton,04,"Special Ed",24,23," ",1," "," ",24,24," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2010,01580000,Littleton,05,"All Students",139,139," "," "," "," ",139,139," "," "," "," ",139,139," "," "," "," "," ",100,100,100
2010,01580000,Littleton,05,White,133,133," "," "," "," ",133,133," "," "," "," ",133,133," "," "," "," "," ",100,100,100
2010,01580000,Littleton,05,"Special Ed",27,27," "," "," "," ",27,27," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2010,01580000,Littleton,06,"All Students",119,118," ",1," "," ",119,118," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2010,01580000,Littleton,06,White,111,110," ",1," "," ",111,110," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2010,01580000,Littleton,06,"Special Ed",18,17," ",1," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2010,01580000,Littleton,07,"All Students",130,127,2,1," "," ",130,128,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01580000,Littleton,07,White,123,120,2,1," "," ",123,121,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,01580000,Littleton,07,"Special Ed",23,20,2,1," "," ",23,21,2," "," "," "," "," "," "," "," "," "," ",96,100," "
2010,01580000,Littleton,08,"All Students",122,118,4," "," "," ",122,118,4," "," "," ",122,118,4," "," "," "," ",100,100,100
2010,01580000,Littleton,08,White,115,111,4," "," "," ",115,111,4," "," "," ",115,111,4," "," "," "," ",100,100,100
2010,01580000,Littleton,08,"Special Ed",25,21,4," "," "," ",25,21,4," "," "," ",25,21,4," "," "," "," ",100,100,100
2010,01580000,Littleton,10,"All Students",130,128,2," "," "," ",130,128,2," "," "," ",130,122,2,1," "," ",5,100,100,99
2010,01580000,Littleton,10,White,124,122,2," "," "," ",124,122,2," "," "," ",124,117,2,1," "," ",4,100,100,99
2010,01580000,Littleton,10,"Special Ed",24,22,2," "," "," ",24,22,2," "," "," ",24,20,2,1," "," ",1,100,100,96
2010,01590000,Longmeadow,03,"All Students",217,217," "," "," "," ",217,217," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,03,Asian,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,03,White,193,193," "," "," "," ",193,193," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,03,"Special Ed",43,43," "," "," "," ",43,43," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,04,"All Students",213,212,1," "," "," ",213,212," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,04,"Low Income",11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,04,Asian,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,04,White,187,186,1," "," "," ",187,186," "," ",1," "," "," "," "," "," "," "," ",100,99," "
2010,01590000,Longmeadow,04,"Special Ed",48,47,1," "," "," ",48,47," "," ",1," "," "," "," "," "," "," "," ",100,98," "
2010,01590000,Longmeadow,05,"All Students",225,219,6," "," "," ",225,218,6," ",1," ",225,219,6," "," "," "," ",100,100,100
2010,01590000,Longmeadow,05,"Low Income",16,15,1," "," "," ",16,15,1," "," "," ",16,15,1," "," "," "," ",100,100,100
2010,01590000,Longmeadow,05,White,203,197,6," "," "," ",203,196,6," ",1," ",203,197,6," "," "," "," ",100,100,100
2010,01590000,Longmeadow,05,"Special Ed",53,47,6," "," "," ",53,46,6," ",1," ",53,47,6," "," "," "," ",100,98,100
2010,01590000,Longmeadow,06,"All Students",267,267," "," "," "," ",267,267," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,06,Black,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,06,White,240,240," "," "," "," ",240,240," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,06,"Special Ed",51,51," "," "," "," ",51,51," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,07,"All Students",246,240,4,1," ",1,245,239,4,1," ",1," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,07,"Low Income",17,17," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,07,Asian,14,13," "," "," ",1,14,13," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,07,White,217,212,4,1," "," ",216,211,4,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,01590000,Longmeadow,07,"Special Ed",44,40,4," "," "," ",44,39,4,1," "," "," "," "," "," "," "," "," ",100,98," "
2010,01590000,Longmeadow,08,"All Students",237,235,1,1," "," ",237,234,1,1,1," ",237,233,1,2,1," "," ",100,99,99
2010,01590000,Longmeadow,08,Asian,17,17," "," "," "," ",17,17," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2010,01590000,Longmeadow,08,White,213,211,1,1," "," ",213,211,1,1," "," ",213,211,1,1," "," "," ",100,100,100
2010,01590000,Longmeadow,08,"Special Ed",47,45,1,1," "," ",47,45,1,1," "," ",47,45,1,1," "," "," ",98,98,98
2010,01590000,Longmeadow,10,"All Students",269,265," ",3," "," ",269,264," ",4," "," ",269,260," ",2," "," ",7,99,99,99
2010,01590000,Longmeadow,10,"Low Income",15,15," "," "," "," ",15,14," ",1," "," ",15,13," "," "," "," ",2,100,93,100
2010,01590000,Longmeadow,10,Black,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,01590000,Longmeadow,10,Asian,14,14," "," "," "," ",14,14," "," "," "," ",14,13," "," "," "," ",1,100,100,100
2010,01590000,Longmeadow,10,White,234,230," ",3," "," ",234,229," ",4," "," ",234,227," ",2," "," ",5,99,98,99
2010,01590000,Longmeadow,10,"Special Ed",56,52," ",3," "," ",56,52," ",3," "," ",56,53," ",2," "," ",1,95,95,96
2010,01600000,Lowell,03,"All Students",1012,976,11," ",2,23,1018,976,11,1,2,28," "," "," "," "," "," "," ",100,100," "
2010,01600000,Lowell,03,"Low Income",778,744,9," ",2,23,783,744,9,1,2,27," "," "," "," "," "," "," ",100,100," "
2010,01600000,Lowell,03,Black,56,51," "," "," ",5,57,50," "," ",1,6," "," "," "," "," "," "," ",100,98," "
2010,01600000,Lowell,03,Asian,283,276,1," "," ",6,285,276,1," "," ",8," "," "," "," "," "," "," ",100,100," "
2010,01600000,Lowell,03,Hispanic/Latino,282,270,3," "," ",9,284,270,3,1," ",10," "," "," "," "," "," "," ",100,100," "
2010,01600000,Lowell,03,White,365,355,7," ",1,2,365,354,7," ",1,3," "," "," "," "," "," "," ",99,100," "
2010,01600000,Lowell,03,Multi-race,25,23," "," ",1,1,26,25," "," "," ",1," "," "," "," "," "," "," ",96,100," "
2010,01600000,Lowell,03,"LEP/Formerly LEP",498,473,2," "," ",23,501,471,2,1," ",27," "," "," "," "," "," "," ",100,100," "
2010,01600000,Lowell,03,"Special Ed",137,124,11," ",1,1,137,124,11," ",1,1," "," "," "," "," "," "," ",99,99," "
