Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,01360000,Holliston,03,White,09,192,187,5," "," "," "," ",192,187,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,04,"All Students",01,236,234,2," "," "," "," ",236,233,2," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,04,"Students with Disabilities",02,43,41,2," "," "," "," ",43,41,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,04,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,04,Asian,06,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,04,White,09,214,212,2," "," "," "," ",214,211,2," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,05,"All Students",01,216,214,1," ",1," "," ",215,212,1," ",2," "," ",214,209,1," ",4," "," ",100,99,98
2012,01360000,Holliston,05,"Students with Disabilities",02,30,29,1," "," "," "," ",29,28,1," "," "," "," ",29,27,1," ",1," "," ",100,100,97
2012,01360000,Holliston,05,White,09,194,192,1," ",1," "," ",193,190,1," ",2," "," ",193,188,1," ",4," "," ",99,99,98
2012,01360000,Holliston,06,"All Students",01,223,218,5," "," "," "," ",222,217,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,06,"Students with Disabilities",02,42,37,5," "," "," "," ",42,37,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,06,"Low Income",04,10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,06,White,09,203,198,5," "," "," "," ",202,197,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,07,"All Students",01,217,211,6," "," "," "," ",217,209,5," ",3," "," "," "," "," "," "," "," "," ",100,99," "
2012,01360000,Holliston,07,"Students with Disabilities",02,44,38,6," "," "," "," ",44,38,5," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2012,01360000,Holliston,07,"Low Income",04,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01360000,Holliston,07,White,09,201,197,4," "," "," "," ",201,195,3," ",3," "," "," "," "," "," "," "," "," ",100,99," "
2012,01360000,Holliston,08,"All Students",01,229,225,4," "," "," "," ",228,221,4," ",3," "," ",228,221,3," ",4," "," ",100,99,98
2012,01360000,Holliston,08,"Students with Disabilities",02,50,46,4," "," "," "," ",50,46,4," "," "," "," ",50,47,3," "," "," "," ",100,100,100
2012,01360000,Holliston,08,"Low Income",04,12,11,1," "," "," "," ",11,10,1," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,01360000,Holliston,08,White,09,211,208,3," "," "," "," ",210,204,3," ",3," "," ",210,203,3," ",4," "," ",100,99,98
2012,01360000,Holliston,10,"All Students",01,198,198," "," "," "," "," ",197,197," "," "," "," "," ",199,190," "," "," "," ",9,100,100,100
2012,01360000,Holliston,10,"Students with Disabilities",02,24,24," "," "," "," "," ",24,24," "," "," "," "," ",25,24," "," "," "," ",1,100,100,100
2012,01360000,Holliston,10,White,09,180,180," "," "," "," "," ",179,179," "," "," "," "," ",180,173," "," "," "," ",7,100,100,100
2012,01370000,Holyoke,03,"All Students",01,394,369,16," "," ",9," ",400,372,16,1,1,10," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,03,"Students with Disabilities",02,107,88,16," "," ",3," ",107,88,16," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,03,"ELL and Former ELL",03,153,135,9," "," ",9," ",157,138,9," "," ",10," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,03,"Low Income",04,359,335,15," "," ",9," ",364,337,15,1,1,10," "," "," "," "," "," "," "," ",100,99," "
2012,01370000,Holyoke,03,"African American",05,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,03,Hispanic/Latino,07,325,301,15," "," ",9," ",330,303,15,1,1,10," "," "," "," "," "," "," "," ",100,99," "
2012,01370000,Holyoke,03,White,09,50,49,1," "," "," "," ",51,50,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,04,"All Students",01,355,318,25,3," ",9," ",358,324,25," "," ",9," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,04,"Students with Disabilities",02,103,76,25,1," ",1," ",105,78,25," "," ",2," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,04,"ELL and Former ELL",03,129,104,13,3," ",9," ",130,108,13," "," ",9," "," "," "," "," "," "," "," ",98,100," "
2012,01370000,Holyoke,04,"Low Income",04,330,294,24,3," ",9," ",333,300,24," "," ",9," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,04,Hispanic/Latino,07,289,256,21,3," ",9," ",291,261,21," "," ",9," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,04,White,09,52,48,4," "," "," "," ",53,49,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,05,"All Students",01,422,380,34," ",1,7," ",419,380,32,1," ",6," ",419,381,31,1," ",6," ",100,100,100
2012,01370000,Holyoke,05,"Students with Disabilities",02,117,81,34," "," ",2," ",115,82,32," "," ",1," ",115,83,31," "," ",1," ",100,100,100
2012,01370000,Holyoke,05,"ELL and Former ELL",03,150,123,19," ",1,7," ",146,120,19,1," ",6," ",146,122,17,1," ",6," ",99,99,99
2012,01370000,Holyoke,05,"Low Income",04,391,353,30," ",1,7," ",387,351,29,1," ",6," ",387,353,27,1," ",6," ",100,100,100
2012,01370000,Holyoke,05,"African American",05,17,16,1," "," "," "," ",17,16,1," "," "," "," ",17,16,1," "," "," "," ",100,100,100
2012,01370000,Holyoke,05,Hispanic/Latino,07,343,306,29," ",1,7," ",339,303,29,1," ",6," ",339,306,26,1," ",6," ",100,100,100
2012,01370000,Holyoke,05,White,09,55,51,4," "," "," "," ",55,53,2," "," "," "," ",55,51,4," "," "," "," ",100,100,100
2012,01370000,Holyoke,06,"All Students",01,421,389,26,3,1,2," ",422,391,25,1,3,2," "," "," "," "," "," "," "," ",99,99," "
2012,01370000,Holyoke,06,"Students with Disabilities",02,115,89,26," "," "," "," ",115,89,25," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,01370000,Holyoke,06,"ELL and Former ELL",03,141,126,12,1," ",2," ",142,128,12," "," ",2," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,06,"Low Income",04,383,352,25,3,1,2," ",384,355,24,1,2,2," "," "," "," "," "," "," "," ",99,99," "
2012,01370000,Holyoke,06,"African American",05,13,11,2," "," "," "," ",14,11,2," ",1," "," "," "," "," "," "," "," "," ",100,93," "
2012,01370000,Holyoke,06,Hispanic/Latino,07,339,314,21,2," ",2," ",339,316,20,1," ",2," "," "," "," "," "," "," "," ",99,100," "
2012,01370000,Holyoke,06,White,09,62,57,3,1,1," "," ",62,57,3," ",2," "," "," "," "," "," "," "," "," ",97,97," "
2012,01370000,Holyoke,07,"All Students",01,414,366,32,6," ",10," ",412,364,32,4,2,10," "," "," "," "," "," "," "," ",99,99," "
2012,01370000,Holyoke,07,"Students with Disabilities",02,124,84,32,5," ",3," ",125,87,32,2,1,3," "," "," "," "," "," "," "," ",96,98," "
2012,01370000,Holyoke,07,"ELL and Former ELL",03,134,103,19,2," ",10," ",132,99,19,3,1,10," "," "," "," "," "," "," "," ",99,97," "
2012,01370000,Holyoke,07,"Low Income",04,364,320,30,4," ",10," ",362,317,30,3,2,10," "," "," "," "," "," "," "," ",99,99," "
2012,01370000,Holyoke,07,"African American",05,13,12,1," "," "," "," ",13,12,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01370000,Holyoke,07,Hispanic/Latino,07,318,280,24,4," ",10," ",316,276,24,4,2,10," "," "," "," "," "," "," "," ",99,98," "
2012,01370000,Holyoke,07,White,09,78,69,7,2," "," "," ",78,71,7," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,01370000,Holyoke,08,"All Students",01,432,389,30,6,1,6," ",432,386,29,9,1,7," ",431,384,28,11,1,7," ",98,98,97
2012,01370000,Holyoke,08,"Students with Disabilities",02,118,84,30,3," ",1," ",118,84,29,4," ",1," ",117,83,28,5," ",1," ",97,97,96
2012,01370000,Holyoke,08,"ELL and Former ELL",03,121,97,15,3," ",6," ",120,96,14,3," ",7," ",120,96,14,3," ",7," ",98,98,98
2012,01370000,Holyoke,08,"Low Income",04,381,344,26,4,1,6," ",382,342,25,7,1,7," ",381,341,24,8,1,7," ",99,98,98
2012,01370000,Holyoke,08,"African American",05,9," "," "," "," "," "," ",10,9," ",1," "," "," ",10,9," ",1," "," "," "," ",90,90
2012,01370000,Holyoke,08,Hispanic/Latino,07,346,310,23,6,1,6," ",346,309,22,7,1,7," ",345,307,21,9,1,7," ",98,98,97
2012,01370000,Holyoke,08,White,09,74,67,7," "," "," "," ",74,66,7,1," "," "," ",74,66,7,1," "," "," ",100,99,99
2012,01370000,Holyoke,10,"All Students",01,462,412,32,12," ",6," ",456,411,32,6,1,6," ",509,415,26,5," ",16,47,97,98,99
2012,01370000,Holyoke,10,"Students with Disabilities",02,129,89,32,8," "," "," ",126,88,32,5,1," "," ",143,94,26,4," ",1,18,94,95,97
2012,01370000,Holyoke,10,"ELL and Former ELL",03,115,90,14,5," ",6," ",114,89,14,4,1,6," ",123,82,10,1," ",15,15,96,96,99
2012,01370000,Holyoke,10,"Low Income",04,365,321,27,11," ",6," ",361,322,27,6," ",6," ",406,328,24,2," ",16,36,97,98,100
2012,01370000,Holyoke,10,"African American",05,14,13,1," "," "," "," ",16,15,1," "," "," "," ",18,11,1," "," ",1,5,100,100,100
2012,01370000,Holyoke,10,Hispanic/Latino,07,330,283,30,12," ",5," ",323,281,30,6,1,5," ",367,291,24,4," ",14,34,96,98,99
2012,01370000,Holyoke,10,White,09,112,111,1," "," "," "," ",111,110,1," "," "," "," ",118,109,1,1," "," ",7,100,100,99
2012,01380000,Hopedale,03,"All Students",01,90,89,1," "," "," "," ",90,89,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,03,"Students with Disabilities",02,10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,03,White,09,82,81,1," "," "," "," ",82,81,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,04,"All Students",01,91,89,1," "," ",1," ",91,89,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,04,"Students with Disabilities",02,18,17,1," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,04,White,09,86,84,1," "," ",1," ",86,84,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,05,"All Students",01,96,95," "," "," ",1," ",96,93,1," ",1,1," ",96,94," "," ",1,1," ",100,99,99
2012,01380000,Hopedale,05,"Students with Disabilities",02,22,22," "," "," "," "," ",22,21,1," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2012,01380000,Hopedale,05,"Low Income",04,17,16," "," "," ",1," ",17,16," "," "," ",1," ",17,16," "," "," ",1," ",100,100,100
2012,01380000,Hopedale,05,White,09,87,86," "," "," ",1," ",87,84,1," ",1,1," ",87,85," "," ",1,1," ",100,99,99
2012,01380000,Hopedale,06,"All Students",01,99,97,2," "," "," "," ",99,97,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,06,"Students with Disabilities",02,15,13,2," "," "," "," ",15,13,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,06,"Low Income",04,11,9,2," "," "," "," ",11,9,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,06,White,09,98,96,2," "," "," "," ",98,96,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01380000,Hopedale,07,"All Students",01,96,93,1,1,1," "," ",96,93,1,1,1," "," "," "," "," "," "," "," "," ",98,98," "
2012,01380000,Hopedale,07,"Students with Disabilities",02,19,17,1,1," "," "," ",19,17,1,1," "," "," "," "," "," "," "," "," "," ",95,95," "
2012,01380000,Hopedale,07,White,09,88,85,1,1,1," "," ",88,85,1,1,1," "," "," "," "," "," "," "," "," ",98,98," "
2012,01380000,Hopedale,08,"All Students",01,94,94," "," "," "," "," ",94,94," "," "," "," "," ",94,94," "," "," "," "," ",100,100,100
2012,01380000,Hopedale,08,"Students with Disabilities",02,16,16," "," "," "," "," ",16,16," "," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2012,01380000,Hopedale,08,"Low Income",04,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,01380000,Hopedale,08,White,09,88,88," "," "," "," "," ",88,88," "," "," "," "," ",88,88," "," "," "," "," ",100,100,100
2012,01380000,Hopedale,10,"All Students",01,84,82,1," ",1," "," ",84,83,1," "," "," "," ",85,80," "," "," "," ",5,99,100,100
2012,01380000,Hopedale,10,"Students with Disabilities",02,18,16,1," ",1," "," ",19,18,1," "," "," "," ",19,16," "," "," "," ",3,94,100,100
2012,01380000,Hopedale,10,White,09,78,76,1," ",1," "," ",79,78,1," "," "," "," ",79,74," "," "," "," ",5,99,100,100
2012,01390000,Hopkinton,03,"All Students",01,298,296,1," "," ",1," ",297,295,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,03,"Students with Disabilities",02,38,37,1," "," "," "," ",38,37,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,03,"ELL and Former ELL",03,13,12," "," "," ",1," ",13,12," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,03,Asian,06,27,26," "," "," ",1," ",27,26," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,03,White,09,262,261,1," "," "," "," ",261,260,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,04,"All Students",01,260,257,2,1," "," "," ",261,259,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,04,"Students with Disabilities",02,38,36,2," "," "," "," ",38,36,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,04,Asian,06,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,04,White,09,244,241,2,1," "," "," ",245,243,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,05,"All Students",01,267,260,5," "," ",2," ",266,258,6," "," ",2," ",266,260,4," "," ",2," ",100,100,100
2012,01390000,Hopkinton,05,"Students with Disabilities",02,47,42,5," "," "," "," ",46,40,6," "," "," "," ",46,42,4," "," "," "," ",100,100,100
2012,01390000,Hopkinton,05,Asian,06,14,12,1," "," ",1," ",14,12,1," "," ",1," ",14,12,1," "," ",1," ",100,100,100
2012,01390000,Hopkinton,05,White,09,238,233,4," "," ",1," ",237,231,5," "," ",1," ",237,233,3," "," ",1," ",100,100,100
2012,01390000,Hopkinton,06,"All Students",01,271,264,5," ",2," "," ",272,266,5," ",1," "," "," "," "," "," "," "," "," ",99,100," "
2012,01390000,Hopkinton,06,"Students with Disabilities",02,44,39,5," "," "," "," ",44,39,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,06,Asian,06,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,06,White,09,243,236,5," ",2," "," ",244,238,5," ",1," "," "," "," "," "," "," "," "," ",99,100," "
2012,01390000,Hopkinton,07,"All Students",01,254,251," "," ",2,1," ",254,251," "," ",2,1," "," "," "," "," "," "," "," ",99,99," "
2012,01390000,Hopkinton,07,"Students with Disabilities",02,25,25," "," "," "," "," ",25,24," "," ",1," "," "," "," "," "," "," "," "," ",100,96," "
2012,01390000,Hopkinton,07,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,07,Asian,06,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01390000,Hopkinton,07,White,09,234,231," "," ",2,1," ",234,231," "," ",2,1," "," "," "," "," "," "," "," ",99,99," "
2012,01390000,Hopkinton,08,"All Students",01,297,295,1,1," "," "," ",297,295,1," ",1," "," ",297,295,1," ",1," "," ",100,100,100
2012,01390000,Hopkinton,08,"Students with Disabilities",02,46,45,1," "," "," "," ",46,45,1," "," "," "," ",46,45,1," "," "," "," ",100,100,100
2012,01390000,Hopkinton,08,"Low Income",04,19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2012,01390000,Hopkinton,08,Asian,06,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,01390000,Hopkinton,08,White,09,272,270,1,1," "," "," ",272,270,1," ",1," "," ",272,270,1," ",1," "," ",100,100,100
2012,01390000,Hopkinton,10,"All Students",01,294,290," ",4," "," "," ",294,290," ",3,1," "," ",293,272," ",3," "," ",18,99,99,99
2012,01390000,Hopkinton,10,"Students with Disabilities",02,45,44," ",1," "," "," ",45,45," "," "," "," "," ",45,39," ",1," "," ",5,98,100,98
2012,01390000,Hopkinton,10,White,09,282,278," ",4," "," "," ",282,278," ",3,1," "," ",281,262," ",3," "," ",16,99,99,99
2012,01410000,Hudson,03,"All Students",01,213,212," ",1," "," "," ",215,214," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,03,"Students with Disabilities",02,34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,03,"ELL and Former ELL",03,23,22," ",1," "," "," ",24,23," "," "," ",1," "," "," "," "," "," "," "," ",96,100," "
2012,01410000,Hudson,03,"Low Income",04,57,57," "," "," "," "," ",59,58," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,03,Hispanic/Latino,07,12,11," ",1," "," "," ",13,12," "," "," ",1," "," "," "," "," "," "," "," ",92,100," "
2012,01410000,Hudson,03,White,09,188,188," "," "," "," "," ",189,189," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,04,"All Students",01,237,233,3,1," "," "," ",237,233,3," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,04,"Students with Disabilities",02,45,42,3," "," "," "," ",45,42,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,04,"ELL and Former ELL",03,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,04,"Low Income",04,60,58,1,1," "," "," ",60,58,1," ",1," "," "," "," "," "," "," "," "," ",98,98," "
2012,01410000,Hudson,04,Hispanic/Latino,07,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,04,White,09,213,209,3,1," "," "," ",213,209,3," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,05,"All Students",01,234,232,1,1," "," "," ",234,233,1," "," "," "," ",234,233,1," "," "," "," ",100,100,100
2012,01410000,Hudson,05,"Students with Disabilities",02,42,41,1," "," "," "," ",42,41,1," "," "," "," ",42,41,1," "," "," "," ",100,100,100
2012,01410000,Hudson,05,"ELL and Former ELL",03,18,17," ",1," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",94,100,100
2012,01410000,Hudson,05,"Low Income",04,66,65," ",1," "," "," ",66,66," "," "," "," "," ",66,66," "," "," "," "," ",98,100,100
2012,01410000,Hudson,05,Hispanic/Latino,07,14,13," ",1," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",93,100,100
2012,01410000,Hudson,05,White,09,210,209,1," "," "," "," ",210,209,1," "," "," "," ",210,209,1," "," "," "," ",100,100,100
2012,01410000,Hudson,06,"All Students",01,232,225,5,1," ",1," ",233,226,5," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,06,"Students with Disabilities",02,61,55,5,1," "," "," ",62,57,5," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,01410000,Hudson,06,"Low Income",04,56,55,1," "," "," "," ",56,55,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,06,White,09,214,207,5,1," ",1," ",214,208,5," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,07,"All Students",01,202,194,4," "," ",4," ",202,194,4," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2012,01410000,Hudson,07,"Students with Disabilities",02,43,38,4," "," ",1," ",43,38,4," "," ",1," "," "," "," "," "," "," "," ",100,100," "
