REC_YEAR	ORG_CODE	SCHOOL	MAT_ID	MAT_ABBREVIATION	MCORE_HS_GRAD	MCORE_COMPL	MCORE_PCT	SORT
2010	03480000	03480503	99	Students w/disabilities	40	0	0	70
2010	03480000	03480503	87	Afr. Amer./Black	45	0	0	80
2010	03480000	03480503	88	Asian	8	0	0	100
2010	03480000	03480503	89	Hispanic/Latino	65	0	0	110
2010	03480000	03480503	90	White	110	0	0	140
2010	03480000	03480512	5	All Students	359	0	0	10
2010	03480000	03480512	11	Female	184	0	0	20
2010	03480000	03480512	10	Male	175	0	0	30
2010	03480000	03480512	12	High needs	243	0	0	40
2010	03480000	03480512	95	ELL	33	0	0	50
2010	03480000	03480512	9	Low income	224	0	0	60
2010	03480000	03480512	99	Students w/disabilities	58	0	0	70
2010	03480000	03480512	87	Afr. Amer./Black	52	0	0	80
2010	03480000	03480512	88	Asian	26	0	0	100
2010	03480000	03480512	89	Hispanic/Latino	100	0	0	110
2010	03480000	03480512	90	White	178	0	0	140
2010	03480000	03480515	5	All Students	210	0	0	10
2010	03480000	03480515	11	Female	97	0	0	20
2010	03480000	03480515	10	Male	113	0	0	30
2010	03480000	03480515	12	High needs	193	0	0	40
2010	03480000	03480515	95	ELL	41	0	0	50
2010	03480000	03480515	9	Low income	190	0	0	60
2010	03480000	03480515	99	Students w/disabilities	49	0	0	70
2010	03480000	03480515	87	Afr. Amer./Black	50	0	0	80
2010	03480000	03480515	88	Asian	18	0	0	100
2010	03480000	03480515	89	Hispanic/Latino	82	0	0	110
2010	03480000	03480515	90	White	56	0	0	140
2010	03480000	03480520	5	All Students	255	0	0	10
2010	03480000	03480520	11	Female	136	0	0	20
2010	03480000	03480520	10	Male	119	0	0	30
2010	03480000	03480520	12	High needs	231	0	0	40
2010	03480000	03480520	95	ELL	50	0	0	50
2010	03480000	03480520	9	Low income	228	0	0	60
2010	03480000	03480520	99	Students w/disabilities	39	0	0	70
2010	03480000	03480520	87	Afr. Amer./Black	61	0	0	80
2010	03480000	03480520	88	Asian	29	0	0	100
2010	03480000	03480520	89	Hispanic/Latino	92	0	0	110
2010	03480000	03480520	90	White	71	0	0	140
2010	03480000	03480605	5	All Students	301	0	0	10
2010	03480000	03480605	11	Female	129	0	0	20
2010	03480000	03480605	10	Male	172	0	0	30
2010	03480000	03480605	12	High needs	240	0	0	40
2010	03480000	03480605	95	ELL	13	0	0	50
2010	03480000	03480605	9	Low income	226	0	0	60
2010	03480000	03480605	99	Students w/disabilities	67	0	0	70
2010	03480000	03480605	87	Afr. Amer./Black	31	0	0	80
2010	03480000	03480605	86	Amer. Ind. or Alaska Nat.	6	0	0	90
2010	03480000	03480605	88	Asian	8	0	0	100
2010	03480000	03480605	89	Hispanic/Latino	100	0	0	110
2010	03480000	03480605	90	White	151	0	0	140
2010	03480000		5	All Students	1446	0	0	10
2010	03480000		11	Female	707	0	0	20
2010	03480000		10	Male	739	0	0	30
2010	03480000		12	High needs	1162	0	0	40
2010	03480000		95	ELL	163	0	0	50
2010	03480000		9	Low income	1101	0	0	60
2010	03480000		99	Students w/disabilities	283	0	0	70
2010	03480000		87	Afr. Amer./Black	251	0	0	80
2010	03480000		86	Amer. Ind. or Alaska Nat.	8	0	0	90
2010	03480000		88	Asian	104	0	0	100
2010	03480000		89	Hispanic/Latino	469	0	0	110
2010	03480000		92	Multi-race, Non-Hisp./Lat.	18	0	0	120
2010	03480000		90	White	596	0	0	140
2010	04060000	04060705	5	All Students	104	104	100	10
2010	04060000	04060705	11	Female	36	36	100	20
2010	04060000	04060705	10	Male	68	68	100	30
2010	04060000	04060705	12	High needs	70	70	100	40
2010	04060000	04060705	9	Low income	49	49	100	60
2010	04060000	04060705	99	Students w/disabilities	44	44	100	70
2010	04060000	04060705	89	Hispanic/Latino	7	7	100	110
2010	04060000	04060705	90	White	95	95	100	140
2010	04060000		5	All Students	104	104	100	10
2010	04060000		11	Female	36	36	100	20
2010	04060000		10	Male	68	68	100	30
2010	04060000		12	High needs	70	70	100	40
2010	04060000		9	Low income	49	49	100	60
2010	04060000		99	Students w/disabilities	44	44	100	70
2010	04060000		89	Hispanic/Latino	7	7	100	110
2010	04060000		90	White	95	95	100	140
2010	04120000	04120530	5	All Students	33	33	100	10
2010	04120000	04120530	11	Female	15	15	100	20
2010	04120000	04120530	10	Male	18	18	100	30
2010	04120000	04120530	12	High needs	23	23	100	40
2010	04120000	04120530	9	Low income	21	21	100	60
2010	04120000	04120530	87	Afr. Amer./Black	25	25	100	80
2010	04120000		5	All Students	33	33	100	10
2010	04120000		11	Female	15	15	100	20
2010	04120000		10	Male	18	18	100	30
2010	04120000		12	High needs	23	23	100	40
2010	04120000		9	Low income	21	21	100	60
2010	04120000		87	Afr. Amer./Black	25	25	100	80
2010	04130000	04130505	5	All Students	16	16	100	10
2010	04130000	04130505	10	Male	11	11	100	30
2010	04130000	04130505	12	High needs	6	6	100	40
2010	04130000	04130505	90	White	15	15	100	140
2010	04130000		5	All Students	16	16	100	10
2010	04130000		10	Male	11	11	100	30
2010	04130000		12	High needs	6	6	100	40
2010	04130000		90	White	15	15	100	140
2010	04150000	04150505	5	All Students	13	13	100	10
2010	04150000	04150505	11	Female	6	6	100	20
2010	04150000	04150505	10	Male	7	7	100	30
2010	04150000	04150505	12	High needs	10	10	100	40
2010	04150000	04150505	9	Low income	8	8	100	60
2010	04150000	04150505	90	White	12	12	100	140
2010	04150000		5	All Students	13	13	100	10
2010	04150000		11	Female	6	6	100	20
2010	04150000		10	Male	7	7	100	30
2010	04150000		12	High needs	10	10	100	40
2010	04150000		9	Low income	8	8	100	60
2010	04150000		90	White	12	12	100	140
2010	04240000	04240505	5	All Students	64	64	100	10
2010	04240000	04240505	11	Female	39	39	100	20
2010	04240000	04240505	10	Male	25	25	100	30
2010	04240000	04240505	12	High needs	64	64	100	40
2010	04240000	04240505	9	Low income	64	64	100	60
2010	04240000	04240505	99	Students w/disabilities	14	14	100	70
2010	04240000	04240505	87	Afr. Amer./Black	37	37	100	80
2010	04240000	04240505	89	Hispanic/Latino	22	22	100	110
2010	04240000		5	All Students	64	64	100	10
2010	04240000		11	Female	39	39	100	20
2010	04240000		10	Male	25	25	100	30
2010	04240000		12	High needs	64	64	100	40
2010	04240000		9	Low income	64	64	100	60
2010	04240000		99	Students w/disabilities	14	14	100	70
2010	04240000		87	Afr. Amer./Black	37	37	100	80
2010	04240000		89	Hispanic/Latino	22	22	100	110
2010	04360000	04360305	5	All Students	19	19	100	10
2010	04360000	04360305	11	Female	15	15	100	20
2010	04360000	04360305	12	High needs	17	17	100	40
2010	04360000	04360305	9	Low income	15	15	100	60
2010	04360000	04360305	87	Afr. Amer./Black	16	16	100	80
2010	04360000		5	All Students	19	19	100	10
2010	04360000		11	Female	15	15	100	20
2010	04360000		12	High needs	17	17	100	40
2010	04360000		9	Low income	15	15	100	60
2010	04360000		87	Afr. Amer./Black	16	16	100	80
2010	04370000	04370505	5	All Students	35	35	100	10
2010	04370000	04370505	11	Female	20	20	100	20
2010	04370000	04370505	10	Male	15	15	100	30
2010	04370000	04370505	12	High needs	31	31	100	40
2010	04370000	04370505	9	Low income	31	31	100	60
2010	04370000	04370505	87	Afr. Amer./Black	22	22	100	80
2010	04370000	04370505	89	Hispanic/Latino	9	9	100	110
2010	04370000		5	All Students	35	35	100	10
2010	04370000		11	Female	20	20	100	20
2010	04370000		10	Male	15	15	100	30
2010	04370000		12	High needs	31	31	100	40
2010	04370000		9	Low income	31	31	100	60
2010	04370000		87	Afr. Amer./Black	22	22	100	80
2010	04370000		89	Hispanic/Latino	9	9	100	110
2010	04380000	04380505	5	All Students	16	16	100	10
2010	04380000	04380505	11	Female	11	11	100	20
2010	04380000	04380505	12	High needs	13	13	100	40
2010	04380000	04380505	9	Low income	13	13	100	60
2010	04380000	04380505	87	Afr. Amer./Black	12	12	100	80
2010	04380000		5	All Students	16	16	100	10
2010	04380000		11	Female	11	11	100	20
2010	04380000		12	High needs	13	13	100	40
2010	04380000		9	Low income	13	13	100	60
2010	04380000		87	Afr. Amer./Black	12	12	100	80
2010	04410000	04410505	5	All Students	70	70	100	10
2010	04410000	04410505	11	Female	40	40	100	20
2010	04410000	04410505	10	Male	30	30	100	30
2010	04410000	04410505	12	High needs	36	36	100	40
2010	04410000	04410505	9	Low income	34	34	100	60
2010	04410000	04410505	87	Afr. Amer./Black	23	23	100	80
2010	04410000	04410505	89	Hispanic/Latino	18	18	100	110
2010	04410000	04410505	90	White	23	23	100	140
2010	04410000		5	All Students	70	70	100	10
2010	04410000		11	Female	40	40	100	20
2010	04410000		10	Male	30	30	100	30
2010	04410000		12	High needs	36	36	100	40
2010	04410000		9	Low income	34	34	100	60
2010	04410000		87	Afr. Amer./Black	23	23	100	80
2010	04410000		89	Hispanic/Latino	18	18	100	110
2010	04410000		90	White	23	23	100	140
2010	04450000	04450105	5	All Students	38	38	100	10
2010	04450000	04450105	11	Female	21	21	100	20
2010	04450000	04450105	10	Male	17	17	100	30
2010	04450000	04450105	12	High needs	26	26	100	40
2010	04450000	04450105	9	Low income	24	24	100	60
2010	04450000	04450105	99	Students w/disabilities	7	7	100	70
2010	04450000	04450105	87	Afr. Amer./Black	12	12	100	80
2010	04450000	04450105	89	Hispanic/Latino	7	7	100	110
2010	04450000	04450105	90	White	16	16	100	140
2010	04450000		5	All Students	38	38	100	10
2010	04450000		11	Female	21	21	100	20
2010	04450000		10	Male	17	17	100	30
2010	04450000		12	High needs	26	26	100	40
2010	04450000		9	Low income	24	24	100	60
2010	04450000		99	Students w/disabilities	7	7	100	70
2010	04450000		87	Afr. Amer./Black	12	12	100	80
2010	04450000		89	Hispanic/Latino	7	7	100	110
2010	04450000		90	White	16	16	100	140
2010	04460000	04460550	5	All Students	34	34	100	10
2010	04460000	04460550	11	Female	17	17	100	20
2010	04460000	04460550	10	Male	17	17	100	30
2010	04460000	04460550	12	High needs	13	13	100	40
2010	04460000	04460550	99	Students w/disabilities	10	10	100	70
2010	04460000	04460550	90	White	26	26	100	140
2010	04460000		5	All Students	34	34	100	10
2010	04460000		11	Female	17	17	100	20
2010	04460000		10	Male	17	17	100	30
2010	04460000		12	High needs	13	13	100	40
2010	04460000		99	Students w/disabilities	10	10	100	70
2010	04460000		90	White	26	26	100	140
2010	04490000	04490305	5	All Students	30	30	100	10
2010	04490000	04490305	11	Female	21	21	100	20
2010	04490000	04490305	10	Male	9	9	100	30
2010	04490000	04490305	12	High needs	16	16	100	40
2010	04490000	04490305	9	Low income	11	11	100	60
2010	04490000	04490305	99	Students w/disabilities	6	6	100	70
2010	04490000	04490305	87	Afr. Amer./Black	6	6	100	80
2010	04490000	04490305	90	White	24	24	100	140
2010	04490000		5	All Students	30	30	100	10
2010	04490000		11	Female	21	21	100	20
2010	04490000		10	Male	9	9	100	30
2010	04490000		12	High needs	16	16	100	40
2010	04490000		9	Low income	11	11	100	60
2010	04490000		99	Students w/disabilities	6	6	100	70
2010	04490000		87	Afr. Amer./Black	6	6	100	80
2010	04490000		90	White	24	24	100	140
2010	04520000	04520505	5	All Students	46	46	100	10
2010	04520000	04520505	11	Female	36	36	100	20
2010	04520000	04520505	10	Male	10	10	100	30
2010	04520000	04520505	12	High needs	43	43	100	40
2010	04520000	04520505	9	Low income	43	43	100	60
2010	04520000	04520505	87	Afr. Amer./Black	26	26	100	80
2010	04520000	04520505	89	Hispanic/Latino	14	14	100	110
2010	04520000		5	All Students	46	46	100	10
2010	04520000		11	Female	36	36	100	20
2010	04520000		10	Male	10	10	100	30
2010	04520000		12	High needs	43	43	100	40
2010	04520000		9	Low income	43	43	100	60
2010	04520000		87	Afr. Amer./Black	26	26	100	80
2010	04520000		89	Hispanic/Latino	14	14	100	110
2010	04580000	04580505	5	All Students	13	0	0	10
2010	04580000	04580505	11	Female	9	0	0	20
2010	04580000	04580505	12	High needs	12	0	0	40
2010	04580000	04580505	9	Low income	11	0	0	60
2010	04580000	04580505	90	White	9	0	0	140
2010	04580000		5	All Students	13	0	0	10
2010	04580000		11	Female	9	0	0	20
2010	04580000		12	High needs	12	0	0	40
2010	04580000		9	Low income	11	0	0	60
2010	04580000		90	White	9	0	0	140
2010	04660000	04660550	5	All Students	8	8	100	10
2010	04660000	04660550	11	Female	7	7	100	20
2010	04660000	04660550	90	White	8	8	100	140
2010	04660000		5	All Students	8	8	100	10
2010	04660000		11	Female	7	7	100	20
2010	04660000		90	White	8	8	100	140
2010	04680000	04680505	5	All Students	43	43	100	10
2010	04680000	04680505	11	Female	20	20	100	20
2010	04680000	04680505	10	Male	23	23	100	30
2010	04680000	04680505	88	Asian	7	7	100	100
2010	04680000	04680505	90	White	36	36	100	140
2010	04680000		5	All Students	43	43	100	10
2010	04680000		11	Female	20	20	100	20
2010	04680000		10	Male	23	23	100	30
2010	04680000		88	Asian	7	7	100	100
2010	04680000		90	White	36	36	100	140
2010	04690000	04690505	5	All Students	37	0	0	10
2010	04690000	04690505	11	Female	25	0	0	20
2010	04690000	04690505	10	Male	12	0	0	30
2010	04690000	04690505	12	High needs	34	0	0	40
2010	04690000	04690505	9	Low income	32	0	0	60
2010	04690000	04690505	87	Afr. Amer./Black	24	0	0	80
2010	04690000	04690505	89	Hispanic/Latino	10	0	0	110
2010	04690000		5	All Students	37	0	0	10
2010	04690000		11	Female	25	0	0	20
2010	04690000		10	Male	12	0	0	30
2010	04690000		12	High needs	34	0	0	40
2010	04690000		9	Low income	32	0	0	60
2010	04690000		87	Afr. Amer./Black	24	0	0	80
2010	04690000		89	Hispanic/Latino	10	0	0	110
2010	04700000	04700105	5	All Students	44	44	100	10
2010	04700000	04700105	11	Female	23	23	100	20
2010	04700000	04700105	10	Male	21	21	100	30
2010	04700000	04700105	12	High needs	9	9	100	40
2010	04700000	04700105	9	Low income	6	6	100	60
2010	04700000	04700105	87	Afr. Amer./Black	9	9	100	80
2010	04700000	04700105	90	White	27	27	100	140
2010	04700000		5	All Students	44	44	100	10
2010	04700000		11	Female	23	23	100	20
2010	04700000		10	Male	21	21	100	30
2010	04700000		12	High needs	9	9	100	40
2010	04700000		9	Low income	6	6	100	60
2010	04700000		87	Afr. Amer./Black	9	9	100	80
2010	04700000		90	White	27	27	100	140
2010	04710000	04710405	5	All Students	25	25	100	10
2010	04710000	04710405	11	Female	13	13	100	20
2010	04710000	04710405	10	Male	12	12	100	30
2010	04710000	04710405	12	High needs	24	24	100	40
2010	04710000	04710405	9	Low income	24	24	100	60
2010	04710000	04710405	87	Afr. Amer./Black	15	15	100	80
2010	04710000	04710405	89	Hispanic/Latino	8	8	100	110
2010	04710000		5	All Students	25	25	100	10
2010	04710000		11	Female	13	13	100	20
2010	04710000		10	Male	12	12	100	30
2010	04710000		12	High needs	24	24	100	40
2010	04710000		9	Low income	24	24	100	60
2010	04710000		87	Afr. Amer./Black	15	15	100	80
2010	04710000		89	Hispanic/Latino	8	8	100	110
2010	04740000	04740505	5	All Students	48	48	100	10
2010	04740000	04740505	11	Female	24	24	100	20
2010	04740000	04740505	10	Male	24	24	100	30
2010	04740000	04740505	12	High needs	24	24	100	40
2010	04740000	04740505	9	Low income	16	16	100	60
2010	04740000	04740505	99	Students w/disabilities	8	8	100	70
2010	04740000	04740505	90	White	40	40	100	140
2010	04740000		5	All Students	48	48	100	10
2010	04740000		11	Female	24	24	100	20
2010	04740000		10	Male	24	24	100	30
2010	04740000		12	High needs	24	24	100	40
2010	04740000		9	Low income	16	16	100	60
2010	04740000		99	Students w/disabilities	8	8	100	70
2010	04740000		90	White	40	40	100	140
2010	04780000	04780505	5	All Students	58	58	100	10
2010	04780000	04780505	11	Female	28	28	100	20
2010	04780000	04780505	10	Male	30	30	100	30
2010	04780000	04780505	12	High needs	6	6	100	40
2010	04780000	04780505	90	White	51	51	100	140
2010	04780000		5	All Students	58	58	100	10
2010	04780000		11	Female	28	28	100	20
2010	04780000		10	Male	30	30	100	30
2010	04780000		12	High needs	6	6	100	40
2010	04780000		90	White	51	51	100	140
2010	04790000	04790505	5	All Students	61	61	100	10
2010	04790000	04790505	11	Female	39	39	100	20
2010	04790000	04790505	10	Male	22	22	100	30
2010	04790000	04790505	12	High needs	17	17	100	40
2010	04790000	04790505	9	Low income	10	10	100	60
2010	04790000	04790505	99	Students w/disabilities	8	8	100	70
2010	04790000	04790505	89	Hispanic/Latino	8	8	100	110
2010	04790000	04790505	92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2010	04790000	04790505	90	White	44	44	100	140
2010	04790000		5	All Students	61	61	100	10
2010	04790000		11	Female	39	39	100	20
2010	04790000		10	Male	22	22	100	30
2010	04790000		12	High needs	17	17	100	40
2010	04790000		9	Low income	10	10	100	60
2010	04790000		99	Students w/disabilities	8	8	100	70
2010	04790000		89	Hispanic/Latino	8	8	100	110
2010	04790000		92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2010	04790000		90	White	44	44	100	140
2010	04850000	04850485	5	All Students	14	14	100	10
2010	04850000	04850485	11	Female	12	12	100	20
2010	04850000	04850485	12	High needs	8	8	100	40
2010	04850000	04850485	9	Low income	7	7	100	60
2010	04850000	04850485	90	White	9	9	100	140
2010	04850000		5	All Students	14	14	100	10
2010	04850000		11	Female	12	12	100	20
2010	04850000		12	High needs	8	8	100	40
2010	04850000		9	Low income	7	7	100	60
2010	04850000		90	White	9	9	100	140
2010	04870000	04870550	5	All Students	61	57	93.4	10
2010	04870000	04870550	11	Female	32	29	90.6	20
2010	04870000	04870550	10	Male	29	28	96.6	30
2010	04870000	04870550	12	High needs	44	41	93.2	40
2010	04870000	04870550	9	Low income	44	41	93.2	60
2010	04870000	04870550	87	Afr. Amer./Black	32	30	93.8	80
2010	04870000	04870550	89	Hispanic/Latino	21	21	100	110
2010	04870000		5	All Students	61	57	93.4	10
2010	04870000		11	Female	32	29	90.6	20
2010	04870000		10	Male	29	28	96.6	30
2010	04870000		12	High needs	44	41	93.2	40
2010	04870000		9	Low income	44	41	93.2	60
2010	04870000		87	Afr. Amer./Black	32	30	93.8	80
2010	04870000		89	Hispanic/Latino	21	21	100	110
2010	04880000	04880550	5	All Students	25	25	100	10
2010	04880000	04880550	11	Female	12	12	100	20
2010	04880000	04880550	10	Male	13	13	100	30
2010	04880000	04880550	12	High needs	8	8	100	40
2010	04880000	04880550	90	White	18	18	100	140
2010	04880000		5	All Students	25	25	100	10
2010	04880000		11	Female	12	12	100	20
2010	04880000		10	Male	13	13	100	30
2010	04880000		12	High needs	8	8	100	40
2010	04880000		90	White	18	18	100	140
2010	04890000	04890505	5	All Students	75	75	100	10
2010	04890000	04890505	11	Female	41	41	100	20
2010	04890000	04890505	10	Male	34	34	100	30
2010	04890000	04890505	12	High needs	21	21	100	40
2010	04890000	04890505	9	Low income	8	8	100	60
2010	04890000	04890505	99	Students w/disabilities	15	15	100	70
2010	04890000	04890505	90	White	69	69	100	140
2010	04890000		5	All Students	75	75	100	10
2010	04890000		11	Female	41	41	100	20
2010	04890000		10	Male	34	34	100	30
2010	04890000		12	High needs	21	21	100	40
2010	04890000		9	Low income	8	8	100	60
2010	04890000		99	Students w/disabilities	15	15	100	70
2010	04890000		90	White	69	69	100	140
2010	04930000	04930505	5	All Students	20	0	0	10
2010	04930000	04930505	11	Female	14	0	0	20
